Symbol,Name,Market Cap,Sector,Industry,Beta,Price,Dividend,Volume,Exchange,Exchange Code,Country,isFund
VTABX,Vanguard Total International Bond Index Fd Admiral Shs,98308980735.0,Financial Services,Asset Management - Bonds,0.73,20.09,0.9415000000000001,0,NASDAQ,NASDAQ,,True
VTIFX,Vanguard Total International Bond Index Fund Institutional Shares,98308980707.0,Financial Services,Asset Management - Bonds,0.73,30.15,1.373999999999999,0,NASDAQ,NASDAQ,,True
CNR.TO,Canadian National Railway Company,98302720000.0,Industrials,Railroads,0.649,156.16,3.38,352238,Toronto Stock Exchange,TSX,CA,False
BA,The Boeing Company,98125580617.0,Industrials,Aerospace & Defense,1.569,159.2516,0.0,10488168,New York Stock Exchange,NYSE,US,False
TRBCX,T. Rowe Price Blue Chip Growth Fund,98039791466.0,Financial Services,Asset Management,1.16,195.52,0.0,0,NASDAQ,NASDAQ,US,True
JLGMX,JPMorgan Large Cap Growth Fund Class R6,98005909468.0,Financial Services,Asset Management,1.06,82.61,0.197,0,NASDAQ,NASDAQ,US,True
OLGAX,JPMorgan Large Cap Growth A,98005909456.0,,,1.06,76.3,0.0,0,Nasdaq,NASDAQ,,True
JLGRX,JPMorgan Large Cap Growth Fund,98005909437.0,Financial Services,Asset Management,1.06,81.51,0.14100000000000001,0,NASDAQ,NASDAQ,,True
SEEGX,JPMorgan Large Cap Growth Fund I Class,98005909428.0,Financial Services,Asset Management,1.06,78.56,0.074,0,NASDAQ,NASDAQ,US,True
BNDX,Vanguard Total International Bond Index Fund,97985595910.0,Financial Services,Asset Management - Bonds,0.73,49.995,2.3671,1580812,NASDAQ Global Market,NASDAQ,US,True
BJO,iPath B Bloomberg Coffee Ttl Ret ETN,97848762340.0,,,0.0,41.78,0.0,22287,New York Stock Exchange Arca,AMEX,SE,False
DODGX,Dodge & Cox Funds - Dodge & Cox Stock Fund,97569275774.0,Financial Services,Asset Management,0.86,279.42,2.102999999999999,0,NASDAQ,NASDAQ,US,True
PGMB,iPath B Bloomberg Platinum Ttl Ret ETN,97067704285.0,,,0.0,41.4465,0.0,186,New York Stock Exchange Arca,AMEX,US,False
SHW,The Sherwin-Williams Company,96680401080.0,Basic Materials,Chemicals - Specialty,1.169,383.26,2.86,617776,New York Stock Exchange,NYSE,US,False
INTC,Intel Corporation,96405413200.0,Technology,Semiconductors,1.023,22.5457,0.5,20140806,NASDAQ Global Select,NASDAQ,US,False
ICE,"Intercontinental Exchange, Inc.",95528616670.0,Financial Services,Financial - Data & Stock Exchanges,1.09,166.385,1.8,1072259,New York Stock Exchange,NYSE,US,False
VUG,Vanguard Growth Index Fund,95092389552.0,Financial Services,Asset Management,1.2,392.835,1.9629,673188,New York Stock Exchange Arca,AMEX,US,True
PABGX,T. Rowe Price Blue Chip Growth Fund Advisor Class,94850695148.0,Financial Services,Asset Management,1.16,189.16,0.0,0,NASDAQ,NASDAQ,US,True
MDLZ,"Mondelez International, Inc.",94454418000.0,Consumer Defensive,Food Confectioners,0.549,70.71,1.88,2194699,NASDAQ Global Select,NASDAQ,US,False
LRCX,Lam Research Corporation,94201274800.0,Technology,Semiconductors,1.4809999999999999,72.68,0.92,6493338,NASDAQ Global Select,NASDAQ,US,False
BMO.TO,Bank of Montreal,93299216830.0,Financial Services,Banks - Diversified,1.158,127.91,6.2,644539,Toronto Stock Exchange,TSX,CA,False
VFORX,Vanguard Target Retirement 2040 Fund,93114802157.0,Financial Services,Asset Management,1.1400000000000001,45.14,0.936,0,NASDAQ,NASDAQ,,True
CSU.TO,Constellation Software Inc.,93077306300.0,Technology,Software - Application,0.805,4392.2,5.48,8839,Toronto Stock Exchange,TSX,CA,False
DUKB,Duke Energy Corporation 5.625% ,92959478210.0,Utilities,Regulated Electric,0.0,25.1673,1.40624,12538,New York Stock Exchange,NYSE,US,False
DUK,Duke Energy Corporation,92818680400.0,Utilities,Regulated Electric,0.456,120.2,4.18,1125297,New York Stock Exchange,NYSE,US,False
CFAAX,American Funds Bond Fund of Amer 529A,92470222842.0,,,0.99,11.43,0.389999999999999,0,Nasdaq,NASDAQ,,True
BFAFX,"The Bond Fund of America, Class F-1 Shares",92470222842.0,Financial Services,Asset Management - Bonds,0.99,11.43,0.388999999999999,0,NASDAQ,NASDAQ,,True
INFY,Infosys Limited,91949361728.0,Technology,Information Technology Services,0.5690000000000001,22.145,0.55,5521367,New York Stock Exchange,NYSE,IN,False
DELL,Dell Technologies Inc.,91663064815.0,Technology,Computer Hardware,0.9590000000000001,125.825,1.78,2366915,New York Stock Exchange,NYSE,US,False
DGE.PA,Diageo plc,91576000480.0,Consumer Defensive,Beverages - Wineries & Distilleries,0.35512499999999997,40.0,0.8122,1055,Paris,EURONEXT,GB,False
NGT.TO,Newmont Corporation,91438696700.0,Basic Materials,Gold,0.513,79.69,1.35,90974,Toronto Stock Exchange,TSX,US,False
IJH,iShares Core S&P Mid-Cap ETF,91412363889.0,Financial Services,Asset Management,1.05,63.185,0.80161,3685981,New York Stock Exchange Arca,AMEX,US,False
PLTR,Palantir Technologies Inc.,91305464168.0,Technology,Software - Infrastructure,2.7199999999999998,42.6199,0.0,23430431,New York Stock Exchange,NYSE,US,False
VGT,Vanguard Information Technology Index Fund,91172152590.0,Financial Services,Asset Management,1.26,604.78,3.7331000000000003,259592,New York Stock Exchange Arca,AMEX,US,True
VTIVX,Vanguard Target Retirement 2045 Fund,91013119998.0,Financial Services,Asset Management,1.2,30.93,0.608,0,NASDAQ,NASDAQ,,True
VITAX,Vanguard Information Technology Index Fund Admiral Shs,90973159313.0,Financial Services,Asset Management,1.26,308.99,0.798,0,NASDAQ,NASDAQ,,True
TT,Trane Technologies plc,90565884400.0,Industrials,Construction,1.214,401.32,3.36,284792,New York Stock Exchange,NYSE,IE,False
ENB,Enbridge Inc.,90362930000.0,Energy,Oil & Gas Midstream,0.904,41.5,2.71,1690969,New York Stock Exchange,NYSE,CA,False
KLAC,KLA Corporation,90104339618.0,Technology,Semiconductors,1.271,672.5409,5.8,332287,NASDAQ Global Select,NASDAQ,US,False
BNS.TO,The Bank of Nova Scotia,90072150350.0,Financial Services,Banks - Diversified,0.974,73.255,4.24,691755,Toronto Stock Exchange,TSX,CA,False
CI,Cigna Corporation,89760388410.0,Healthcare,Medical - Healthcare Plans,0.506,321.09,5.6,2816460,New York Stock Exchange,NYSE,US,False
SAF.PA,Safran SA,89750949593.0,Industrials,Aerospace & Defense,1.316,213.5,2.2,440315,Paris,EURONEXT,FR,False
AMPFX,American Funds AMCAP Fund,89594806244.0,Financial Services,Asset Management,1.06,44.66,0.108,0,NASDAQ,NASDAQ,,True
AMCPX,American Funds AMCAP A,89594806230.0,Financial Services,Asset Management,1.06,45.23,0.123,0,Nasdaq,NASDAQ,,True
RAFFX,American Funds AMCAP R5,89594806229.0,Financial Services,Asset Management,1.06,46.46,0.20800000000000002,0,Nasdaq,NASDAQ,,True
RRBGX,T. Rowe Price Blue Chip Growth Fund Class R,88898699153.0,Financial Services,Asset Management,1.16,177.29,0.0,0,NASDAQ,NASDAQ,US,True
DODIX,Dodge & Cox Income Fund - Class I,88582946812.0,Financial Services,Asset Management - Income,0.99,12.76,0.263,0,NASDAQ,NASDAQ,US,True
RELX,RELX PLC,88556494421.0,Communication Services,Publishing,0.47800000000000004,47.6662,0.77,279310,New York Stock Exchange,NYSE,GB,False
MCO,Moody's Corporation,88440507000.0,Financial Services,Financial - Data & Stock Exchanges,1.287,485.67,3.4,402786,New York Stock Exchange,NYSE,US,False
ABNB,"Airbnb, Inc.",88005072676.0,Consumer Cyclical,Travel Services,1.172,137.16,0.0,1590502,NASDAQ Global Select,NASDAQ,US,False
SCCO,Southern Copper Corporation,87571330320.0,Basic Materials,Copper,1.181,111.48,2.4,292466,New York Stock Exchange,NYSE,US,False
PBR-A,Petróleo Brasileiro S.A. - Petrobras,86781459900.0,Energy,Oil & Gas Integrated,0.935,12.7114,1.88,3487951,New York Stock Exchange,NYSE,BR,False
VIEIX,Vanguard Extended Market Index Fund Institutional Shares,86620045231.0,Financial Services,Asset Management,1.11,142.47,0.9380000000000001,0,NASDAQ,NASDAQ,US,True
VEXAX,Vanguard Extended Market Index Fd Admiral Shs,86620045231.0,,,1.11,142.47,0.931999999999999,0,NASDAQ,NASDAQ,,True
PBR,Petróleo Brasileiro S.A. - Petrobras,86437057975.0,Energy,Oil & Gas Integrated,0.935,13.93,1.88,8850677,New York Stock Exchange,NYSE,BR,False
RACE,Ferrari N.V.,86144208386.0,Consumer Cyclical,Auto - Manufacturers,0.994,479.225,2.62,93513,New York Stock Exchange,NYSE,IT,False
ZTS,Zoetis Inc.,86061567960.0,Healthcare,Drug Manufacturers - Specialty & Generic,0.886,189.96,1.73,463548,New York Stock Exchange,NYSE,US,False
PRUFX,T. Rowe Price Growth Stock Fund I Class,85787172797.0,Financial Services,Asset Management,1.1400000000000001,108.63,0.0,0,NASDAQ,NASDAQ,US,True
PRGFX,T. Rowe Price Growth Stock Fund,85439700990.0,Financial Services,Asset Management,1.1400000000000001,108.19,0.0,0,NASDAQ,NASDAQ,US,True
CTAS,Cintas Corporation,85410662220.0,Industrials,Specialty Business Services,1.311,211.78,1.56,305937,NASDAQ Global Select,NASDAQ,US,False
CEG,Constellation Energy Corporation,84976389816.0,Utilities,Renewable Utilities,0.768,271.76,1.4100000000000001,1007780,NASDAQ Global Select,NASDAQ,US,False
WM,"Waste Management, Inc.",84777793750.0,Industrials,Waste Management,0.751,211.25,3.0,381623,New York Stock Exchange,NYSE,US,False
VEMAX,Vanguard Emerging Markets Stock Index Fund Admiral Shares,84774027257.0,Financial Services,Asset Management,0.86,39.75,0.877,0,NASDAQ,NASDAQ,US,True
GD,General Dynamics Corporation,84667345140.0,Industrials,Aerospace & Defense,0.606,308.13,5.68,439002,New York Stock Exchange,NYSE,US,False
MO,"Altria Group, Inc.",83937322278.0,Consumer Defensive,Tobacco,0.684,49.1949,4.08,2312866,New York Stock Exchange,NYSE,US,False
EQIX,"Equinix, Inc.",83898149250.0,Real Estate,REIT - Specialty,0.7030000000000001,883.65,17.04,113378,NASDAQ Global Select,NASDAQ,US,False
BN,Brookfield Corporation,83843753100.0,Financial Services,Asset Management,1.746,55.61,0.32,934412,New York Stock Exchange,NYSE,CA,False
BP,BP p.l.c.,83596138350.0,Energy,Oil & Gas Integrated,0.491,31.485,1.92,4338940,New York Stock Exchange,NYSE,GB,False
FKINX,Franklin Income Fund Class A1,83370065918.0,Financial Services,Asset Management - Income,0.78,2.45,0.10999999999999902,0,NASDAQ,NASDAQ,US,True
SMFG,"Sumitomo Mitsui Financial Group, Inc.",82742214907.0,Financial Services,Banks - Diversified,0.599,12.775,0.35000000000000003,338143,New York Stock Exchange,NYSE,JP,False
FNCFX,Franklin Income Fund Class R6,82689499135.0,Financial Services,Asset Management - Income,0.79,2.43,0.10999999999999902,0,NASDAQ,NASDAQ,US,True
PYPL,"PayPal Holdings, Inc.",82553249733.0,Financial Services,Financial - Credit Services,1.441,80.7501,0.0,4898839,NASDAQ Global Select,NASDAQ,US,False
APO,"Apollo Global Management, Inc.",82354616400.0,Financial Services,Asset Management - Global,1.613,144.6,1.85,835209,New York Stock Exchange,NYSE,US,False
FRIAX,Franklin Income Fund,82349211647.0,,,0.8,2.42,0.10999999999999902,0,Nasdaq,NASDAQ,,True
PH,Parker-Hannifin Corporation,82216269261.0,Industrials,Industrial - Machinery,1.431,638.97,6.52,156879,New York Stock Exchange,NYSE,US,False
TRSAX,T. Rowe Price Growth Stock Fund Advisor Class,82146566115.0,Financial Services,Asset Management,1.1400000000000001,104.02,0.0,0,NASDAQ,NASDAQ,US,True
CME,CME Group Inc.,81970357784.0,Financial Services,Financial - Data & Stock Exchanges,0.561,227.636,4.6,415774,NASDAQ Global Select,NASDAQ,US,False
REN.AS,RELX PLC,81708099757.0,Communication Services,Publishing,0.47800000000000004,43.98,0.71,475737,Amsterdam,EURONEXT,GB,False
CMG,"Chipotle Mexican Grill, Inc.",81641550200.0,Consumer Cyclical,Restaurants,1.255,59.615,0.0,2645808,New York Stock Exchange,NYSE,US,False
CL,Colgate-Palmolive Company,81361438025.0,Consumer Defensive,Household & Personal Products,0.397,99.575,2.0,1109037,New York Stock Exchange,NYSE,US,False
CM.TO,Canadian Imperial Bank of Commerce,80797101735.0,Financial Services,Banks - Diversified,1.123,86.205,3.6,755842,Toronto Stock Exchange,TSX,CA,False
APH,Amphenol Corporation,80699472900.0,Technology,"Hardware, Equipment & Parts",1.2429999999999999,67.01,0.66,2417100,New York Stock Exchange,NYSE,US,False
WELL,Welltower Inc.,80614768640.0,Real Estate,REIT - Healthcare Facilities,1.203,130.34,2.68,957619,New York Stock Exchange,NYSE,US,False
MSI,"Motorola Solutions, Inc.",79766682100.0,Technology,Communication Equipment,0.977,478.1,3.92,248064,New York Stock Exchange,NYSE,US,False
VTTVX,Vanguard Target Retirement 2025 Fund,78754652159.0,Financial Services,Asset Management,0.93,20.42,0.505,0,NASDAQ,NASDAQ,,True
VPMCX,Vanguard PrimeCap Fund,78333517687.0,Financial Services,Asset Management,0.9500000000000001,176.76,1.659,0,NASDAQ,NASDAQ,US,True
VPMAX,Vanguard PRIMECAP Fund Admiral Shares,78333517654.0,Financial Services,Asset Management,0.9500000000000001,183.18,1.83,0,NASDAQ,NASDAQ,US,True
GSK,GSK plc,77918906475.0,Healthcare,Drug Manufacturers - General,0.309,38.205,1.53,1468125,New York Stock Exchange,NYSE,GB,False
AON,Aon plc,77820429240.0,Financial Services,Insurance - Brokers,0.917,358.22,2.7,277146,New York Stock Exchange,NYSE,IE,False
RRGSX,T. Rowe Price Growth Stock Fund R Class,77660962723.0,Financial Services,Asset Management,1.1400000000000001,98.34,0.0,0,NASDAQ,NASDAQ,US,True
TDG,TransDigm Group Incorporated,77614971822.0,Industrials,Aerospace & Defense,1.411,1383.23,110.0,84986,New York Stock Exchange,NYSE,US,False
VFIFX,Vanguard Target Retirement 2050 Fund,77440982995.0,Financial Services,Asset Management,1.23,51.94,0.984,0,NASDAQ,NASDAQ,,True
SNPS,"Synopsys, Inc.",77436817400.0,Technology,Software - Infrastructure,1.075,504.1,0.0,397415,NASDAQ Global Select,NASDAQ,US,False
NOC,Northrop Grumman Corporation,77211510200.0,Industrials,Aerospace & Defense,0.337,527.96,8.24,224240,New York Stock Exchange,NYSE,US,False
RLLGX,American Funds SMALLCAP World Fund,77085384693.0,Financial Services,Asset Management,1.12,73.53,0.665,0,NASDAQ,NASDAQ,,True
RSLAX,American Funds SMALLCAP World Fund Class R-1,77085384673.0,Financial Services,Asset Management,1.12,59.29,0.2,0,NASDAQ,NASDAQ,,True
SMCWX,American Funds SMALLCAP World Fund Class A,77085384663.0,Financial Services,Asset Management,1.12,70.59,0.421,0,NASDAQ,NASDAQ,US,True
SCWFX,American Funds SMALLCAP World Cl F-1 Shs,77085384662.0,Financial Services,Asset Management,1.12,69.41,0.391,0,NASDAQ,NASDAQ,,True
CSPAX,American Funds SMALLCAP World 529A,77085384662.0,,,1.12,69.41,0.405,0,Nasdaq,NASDAQ,,True
CS.PA,AXA SA,77055373780.0,Financial Services,Insurance - Diversified,1.238,35.72,1.98,2525686,Paris,EURONEXT,FR,False
ITW,Illinois Tool Works Inc.,76858503000.0,Industrials,Industrial - Machinery,1.114,258.87,6.0,192128,New York Stock Exchange,NYSE,US,False
DEO,Diageo plc,76257295754.0,Consumer Defensive,Beverages - Wineries & Distilleries,0.359,137.2713,4.14,312152,New York Stock Exchange,NYSE,GB,False
VWIUX,Vanguard Intermediate-Term Tax-Exempt Fd Admiral Shs,76253642751.0,,,0.84,13.73,0.37683902,0,NASDAQ,NASDAQ,,True
VWITX,Vanguard Intermediate Term Tax-Exempt Fund,76253642751.0,Financial Services,Asset Management,0.84,13.73,0.332,0,NASDAQ,NASDAQ,,True
SAN,"Banco Santander, S.A.",76134386478.0,Financial Services,Banks - Diversified,1.321,5.01,0.22,3978293,New York Stock Exchange,NYSE,ES,False
DODFX,Dodge & Cox International Stock Fund,76011036629.0,Financial Services,Asset Management,1.0,55.15,1.125,0,NASDAQ,NASDAQ,US,True
EFA,iShares MSCI EAFE ETF,75963385998.0,Financial Services,Asset Management,1.07,80.9499,2.32354,3430130,New York Stock Exchange Arca,AMEX,US,False
IWDA.AS,iShares Core MSCI World UCITS ETF USD (Acc),75869287920.0,Financial Services,Asset Management,0.6886855,99.715,0.0,164336,Amsterdam,EURONEXT,NL,False
CRWD,"CrowdStrike Holdings, Inc.",75841724127.0,Technology,Software - Infrastructure,1.098,309.38,0.0,1705137,NASDAQ Global Select,NASDAQ,US,False
BTI,British American Tobacco p.l.c.,75655490928.0,Consumer Defensive,Tobacco,0.266,34.266,2.98,2601097,New York Stock Exchange,NYSE,GB,False
CNQ,Canadian Natural Resources Limited,75585429900.0,Energy,Oil & Gas Exploration & Production,1.8860000000000001,35.61,1.57,1152501,New York Stock Exchange,NYSE,CA,False
TRI,Thomson Reuters Corporation,75398881580.0,Industrials,Specialty Business Services,0.395,167.66,2.16,88516,New York Stock Exchange,NYSE,CA,False
GEV,GE Vernova Inc.,75308122311.0,Utilities,Renewable Utilities,1.28,274.045,0.0,1483143,New York Stock Exchange,NYSE,US,False
PRX.AS,Prosus N.V.,75246593885.0,Communication Services,Internet Content & Information,0.643,38.88,0.1,1801042,Amsterdam,EURONEXT,NL,False
USB,U.S. Bancorp,74888874900.0,Financial Services,Banks - Regional,1.051,47.99,2.0,3436070,New York Stock Exchange,NYSE,US,False
VVIAX,Vanguard Value Index Fd Admiral Shs,74726326208.0,,,0.8,69.34,0.795,0,NASDAQ,NASDAQ,,True
MAR,"Marriott International, Inc.",74566997010.0,Consumer Cyclical,Travel Lodging,1.592,264.87,2.52,407326,NASDAQ Global Select,NASDAQ,US,False
SPOT,Spotify Technology S.A.,74381110562.0,Communication Services,Internet Content & Information,1.579,380.26,0.0,710209,New York Stock Exchange,NYSE,LU,False
BNP.PA,BNP Paribas SA,74347150417.0,Financial Services,Banks - Regional,1.605,65.8,4.6,1753455,Paris,EURONEXT,FR,False
ATVI,"Activision Blizzard, Inc.",74289468671.0,Technology,Electronic Gaming & Multimedia,0.37,94.42,0.99,7127746,NASDAQ Global Select,NASDAQ,US,False
MMM,3M Company,73959529020.0,Industrials,Conglomerates,0.995,134.63,2.8,2424612,New York Stock Exchange,NYSE,US,False
ECL,Ecolab Inc.,73829074860.0,Basic Materials,Chemicals - Specialty,1.135,259.47,2.2800000000000002,261077,New York Stock Exchange,NYSE,US,False
CP,Canadian Pacific Railway Limited,73774728750.0,Industrials,Railroads,0.786,79.062,0.56,802002,New York Stock Exchange,NYSE,CA,False
PNC,"The PNC Financial Services Group, Inc.",73766570000.0,Financial Services,Banks - Regional,1.127,185.81,6.4,810261,New York Stock Exchange,NYSE,US,False
MFC.TO,Manulife Financial Corporation,73761395200.0,Financial Services,Insurance - Life,1.058,41.48,1.6,1103394,Toronto Stock Exchange,TSX,CA,False
APD,"Air Products and Chemicals, Inc.",73546248300.0,Basic Materials,Chemicals - Specialty,0.8300000000000001,330.82,7.08,455458,New York Stock Exchange,NYSE,US,False
CARR,Carrier Global Corporation,73538177920.0,Industrials,Construction,1.192,81.46,0.76,1002267,New York Stock Exchange,NYSE,US,False
CVS,CVS Health Corporation,73340234000.0,Healthcare,Medical - Healthcare Plans,0.532,58.3,2.66,8822910,New York Stock Exchange,NYSE,US,False
RMFGX,American Funds American Mutual Fund Class R-6,73023619030.0,Financial Services,Asset Management,0.71,60.18,1.264,0,NASDAQ,NASDAQ,,True
AMRFX,American Funds American Mutual Fund,72962949110.0,Financial Services,Asset Management,0.71,60.13,1.205,0,NASDAQ,NASDAQ,,True
VHYAX,Vanguard High Dividend Yield Index Fund Admiral Shares,72723947496.0,Financial Services,Asset Management,0.77,39.64,0.833,0,NASDAQ,NASDAQ,,True
AMFFX,American Funds American Mutual Fund Class F-1,72586788827.0,Financial Services,Asset Management,0.71,59.82,1.065,0,NASDAQ,NASDAQ,,True
SWPPX,Schwab S&P 500 Index Fund- Select Shares,72073756587.0,Financial Services,Asset Management,1.0,90.85,1.046,0,NASDAQ,NASDAQ,,True
VYM,Vanguard High Dividend Yield Index Fund,72043401795.0,Financial Services,Asset Management,0.77,130.2199,3.6298,605666,New York Stock Exchange Arca,AMEX,US,True
EOG,"EOG Resources, Inc.",71623699000.0,Energy,Oil & Gas Exploration & Production,1.2850000000000001,125.965,3.64,1240170,New York Stock Exchange,NYSE,US,False
CNI,Canadian National Railway Company,71057960000.0,Industrials,Railroads,0.649,112.88,2.51,504493,New York Stock Exchange,NYSE,CA,False
AMPCX,American Funds AMCAP Fund Class C,70898614254.0,Financial Services,Asset Management,1.06,36.34,0.0,0,NASDAQ,NASDAQ,,True
ORLY,"O'Reilly Automotive, Inc.",70746652005.0,Consumer Cyclical,Specialty Retail,0.924,1219.65,0.0,80203,NASDAQ Global Select,NASDAQ,US,False
MRVL,"Marvell Technology, Inc.",70361426000.0,Technology,Semiconductors,1.449,81.23,0.24,5024472,NASDAQ Global Select,NASDAQ,US,False
ATD.TO,Alimentation Couche-Tard Inc.,70188883440.0,Consumer Cyclical,Specialty Retail,0.892,74.04,0.7000000000000001,416170,Toronto Stock Exchange,TSX,CA,False
CDNS,"Cadence Design Systems, Inc.",69646117000.0,Technology,Software - Application,1.019,254.35,0.0,1420749,NASDAQ Global Select,NASDAQ,US,False
BDX,"Becton, Dickinson and Company",69530498310.0,Healthcare,Medical - Instruments & Supplies,0.447,240.555,3.8,248288,New York Stock Exchange,NYSE,US,False
NU,Nu Holdings Ltd.,69265727533.0,Financial Services,Banks - Diversified,1.155,14.49,0.0,10043326,New York Stock Exchange,NYSE,BR,False
TGT,Target Corporation,69179564750.0,Consumer Defensive,Discount Stores,1.238,150.17,4.48,2304617,New York Stock Exchange,NYSE,US,False
ABB,ABB Ltd,69020585106.0,Industrials,Electrical Equipment & Parts,1.020889,37.13,0.92,6388230,New York Stock Exchange,NYSE,CH,False
VMCIX,Vanguard Mid-Cap Index Fund Institutional Shares,68881760212.0,Financial Services,Asset Management,1.04,73.95,0.5780000000000001,0,NASDAQ,NASDAQ,US,True
FCX,Freeport-McMoRan Inc.,68635066364.0,Basic Materials,Copper,1.895,47.7674,0.6000000000000001,4962295,New York Stock Exchange,NYSE,US,False
IWM,iShares Russell 2000 ETF,68361792962.0,Financial Services,Asset Management,1.08,222.07,2.5704000000000002,16694868,New York Stock Exchange Arca,AMEX,US,False
SU.TO,Suncor Energy Inc.,68099008600.0,Energy,Oil & Gas Integrated,1.471,53.62,2.18,1339678,Toronto Stock Exchange,TSX,CA,False
FIWGX,Strategic Advisers Fidelity Core Inc,68024053759.0,,,1.01,9.24,0.34800000000000003,0,Nasdaq,NASDAQ,US,True
TRP.TO,TC Energy Corporation,67955595000.0,Energy,Oil & Gas Midstream,0.8190000000000001,65.5,3.84,678710,Toronto Stock Exchange,TSX,CA,False
FBGRX,Fidelity Blue Chip Growth Fund,67821633397.0,Financial Services,Asset Management,1.27,216.24,12.068000000000001,0,NASDAQ,NASDAQ,US,True
BMO,Bank of Montreal,67430584785.0,Financial Services,Banks - Diversified,1.158,92.445,4.59,186020,New York Stock Exchange,NYSE,CA,False
VWO,Vanguard Emerging Markets Stock Index Fund,67268521251.0,Financial Services,Asset Management,0.86,47.435,1.2082,2850943,New York Stock Exchange Arca,AMEX,US,True
EQNR,Equinor ASA,66678552224.0,Energy,Oil & Gas Integrated,0.259,24.385,1.35,1707989,New York Stock Exchange,NYSE,NO,False
NEM,Newmont Corporation,66080493700.0,Basic Materials,Gold,0.513,57.59,1.0,5111596,New York Stock Exchange,NYSE,US,False
MCK,McKesson Corporation,66044495591.0,Healthcare,Medical - Distribution,0.433,509.3,2.84,270340,New York Stock Exchange,NYSE,US,False
FDGRX,Fidelity Growth Company Fund Retail Class,65908252655.0,Financial Services,Asset Management,1.22,42.08,0.0,0,NASDAQ,NASDAQ,US,True
IJR,iShares Core S&P Small-Cap ETF,65810023382.0,Financial Services,Asset Management,1.04,116.3235,1.5095200000000002,1682211,New York Stock Exchange Arca,AMEX,US,False
FDX,FedEx Corporation,65611720035.0,Industrials,Integrated Freight & Logistics,1.179,268.545,5.52,519981,New York Stock Exchange,NYSE,US,False
AMOV,"América Móvil, S.A.B. de C.V.",65611497344.0,Communication Services,Telecommunications Services,0.278879,20.75,0.64,1089,New York Stock Exchange,NYSE,MX,False
RSP,Invesco S&P 500 Equal Weight ETF,65498307406.0,Financial Services,Asset Management,0.98,180.33,2.64749,2409519,New York Stock Exchange Arca,AMEX,US,False
IEMG,iShares Core MSCI Emerging Markets ETF,65469011829.0,Financial Services,Asset Management,0.96,56.89,1.48651,7385499,New York Stock Exchange Arca,AMEX,US,False
GLD,SPDR Gold Shares,65397748231.0,Financial Services,Asset Management,0.16,251.2399,0.0,7104867,New York Stock Exchange Arca,AMEX,US,False
CSX,CSX Corporation,65170953900.0,Industrials,Railroads,1.189,33.795,0.48,4240148,NASDAQ Global Select,NASDAQ,US,False
BNS,The Bank of Nova Scotia,65093066929.0,Financial Services,Banks - Diversified,0.974,52.9397,3.14,301667,New York Stock Exchange,NYSE,CA,False
NFFFX,American Funds New World F2,64959705085.0,Financial Services,Asset Management,0.9400000000000001,84.48,1.165,0,Nasdaq,NASDAQ,,True
NWFFX,American Funds New World Fund Cl F-1Shs,64959705075.0,Financial Services,Asset Management,0.9400000000000001,84.02,0.937,0,NASDAQ,NASDAQ,,True
NEWFX,American Funds New World Fund Class A,64959705020.0,Financial Services,Asset Management,0.9400000000000001,84.6,0.928,0,NASDAQ,NASDAQ,,True
CNWAX,American Funds New World 529A,64959705008.0,,,0.9400000000000001,83.7,0.912,0,Nasdaq,NASDAQ,,True
WDAY,"Workday, Inc.",64636668785.0,Technology,Software - Application,1.344,242.995,0.0,369696,NASDAQ Global Select,NASDAQ,US,False
WCN.TO,"Waste Connections, Inc.",64625366400.0,Industrials,Waste Management,0.718,250.45,1.55,36516,Toronto Stock Exchange,TSX,CA,False
BDXA,"Becton, Dickinson and Company",64578707437.0,Healthcare,Medical - Instruments & Supplies,0.0,59.24,0.0,6151137,New York Stock Exchange,NYSE,,False
RSG,"Republic Services, Inc.",64014910100.0,Industrials,Waste Management,0.704,203.825,2.32,238289,New York Stock Exchange,NYSE,US,False
AJG,Arthur J. Gallagher & Co.,63489702500.0,Financial Services,Insurance - Brokers,0.725,289.775,2.4,217226,New York Stock Exchange,NYSE,US,False
NGG,National Grid plc,63449104541.0,Utilities,Regulated Electric,0.255,67.06,3.68,196621,New York Stock Exchange,NYSE,GB,False
WMB,"The Williams Companies, Inc.",63335602800.0,Energy,Oil & Gas Midstream,1.077,51.96,1.9,1742754,New York Stock Exchange,NYSE,US,False
AFL,Aflac Incorporated,63120530460.0,Financial Services,Insurance - Life,0.9490000000000001,112.71,2.0,555490,New York Stock Exchange,NYSE,US,False
EPD,Enterprise Products Partners L.P.,63079769500.0,Energy,Oil & Gas Midstream,1.009,29.065,2.1,1892997,New York Stock Exchange,NYSE,US,False
CRH,CRH plc,63034009568.0,Basic Materials,Construction Materials,1.383,92.32,1.4,1248678,New York Stock Exchange,NYSE,IE,False
PXD,Pioneer Natural Resources Company,63003455657.0,Energy,Oil & Gas Exploration & Production,1.329,269.62,10.94,4426409,New York Stock Exchange,NYSE,US,False
XLK,Technology Select Sector SPDR Fund,62926552106.0,Financial Services,Asset Management,1.22,231.3,1.55972,1663600,New York Stock Exchange Arca,AMEX,US,False
EMR,Emerson Electric Co.,62875644870.0,Industrials,Industrial - Machinery,1.294,109.7881,2.1,686785,New York Stock Exchange,NYSE,US,False
